continent,location,date,total_cases,total_deaths,total_vaccinations,population
Africa,Djibouti,31/03/2021,8002,70,,1002197
Africa,Djibouti,30/06/2021,11602,155,,1002197
Africa,Djibouti,30/09/2021,12811,167,,1002197
Africa,Djibouti,31/12/2021,13656,189,,1002197
Africa,Djibouti,31/03/2022,15587,189,,1002197
North America,Dominica,31/03/2020,12,,,72172
North America,Dominica,30/06/2020,18,,,72172
North America,Dominica,30/09/2020,30,,,72172
North America,Dominica,31/12/2020,88,,,72172
North America,Dominica,31/03/2021,161,,17674,72172
North America,Dominica,30/06/2021,193,,,72172
North America,Dominica,30/09/2021,3481,20,,72172
North America,Dominica,31/12/2021,6814,47,,72172
North America,Dominica,31/03/2022,11859,63,,72172
North America,Dominican Republic,31/03/2020,1109,51,,10953714
North America,Dominican Republic,30/06/2020,32568,747,,10953714
North America,Dominican Republic,30/09/2020,112209,2105,,10953714
North America,Dominican Republic,31/12/2020,170785,2414,,10953714
North America,Dominican Republic,31/03/2021,252727,3325,,10953714
North America,Dominican Republic,30/06/2021,325221,3822,7842179,10953714
North America,Dominican Republic,30/09/2021,359047,4046,11919643,10953714
North America,Dominican Republic,31/12/2021,418778,4247,14086551,10953714
North America,Dominican Republic,31/03/2022,578020,4375,,10953714
South America,Ecuador,31/03/2020,2240,75,,17888474
South America,Ecuador,30/06/2020,56432,4527,,17888474
South America,Ecuador,30/09/2020,137047,11355,,17888474
South America,Ecuador,31/12/2020,212512,14034,,17888474
South America,Ecuador,31/03/2021,328755,16847,468665,17888474
South America,Ecuador,30/06/2021,458504,21560,4821053,17888474
South America,Ecuador,30/09/2021,510177,32784,20896804,17888474
South America,Ecuador,31/12/2021,549418,33681,27566331,17888474
South America,Ecuador,31/03/2022,859890,35421,33311915,17888474
Africa,Egypt,31/03/2020,710,46,,104258327
Africa,Egypt,30/06/2020,68311,2953,,104258327
Africa,Egypt,30/09/2020,103198,5930,,104258327
Africa,Egypt,31/12/2020,138062,7631,,104258327
Africa,Egypt,31/03/2021,202131,11995,,104258327
Africa,Egypt,30/06/2021,281282,16169,,104258327
Africa,Egypt,30/09/2021,304524,17331,16959764,104258327
Africa,Egypt,31/12/2021,385575,21752,,104258327
Africa,Egypt,31/03/2022,505264,24417,,104258327
North America,El Salvador,31/03/2020,32,1,,6518500
North America,El Salvador,30/06/2020,6438,174,,6518500
North America,El Salvador,30/09/2020,29077,843,,6518500
North America,El Salvador,31/12/2020,46242,1327,,6518500
North America,El Salvador,31/03/2021,64726,2006,99855,6518500
North America,El Salvador,30/06/2021,78766,2381,,6518500
North America,El Salvador,30/09/2021,104348,3234,7584818,6518500
North America,El Salvador,31/12/2021,121945,3824,,6518500
North America,El Salvador,31/03/2022,161052,4119,,6518500
Africa,Equatorial Guinea,31/03/2020,12,,,1449891
Africa,Equatorial Guinea,30/06/2020,2001,32,,1449891
Africa,Equatorial Guinea,30/09/2020,5030,83,,1449891
Africa,Equatorial Guinea,31/12/2020,5277,86,,1449891
Africa,Equatorial Guinea,31/03/2021,6914,102,,1449891
Africa,Equatorial Guinea,30/06/2021,8734,121,265110,1449891
Africa,Equatorial Guinea,30/09/2021,12362,147,397083,1449891
Africa,Equatorial Guinea,31/12/2021,13710,175,,1449891
Africa,Equatorial Guinea,31/03/2022,16000,183,,1449891
Africa,Eritrea,31/03/2020,15,,,3601462
Africa,Eritrea,30/06/2020,203,,,3601462
Africa,Eritrea,30/09/2020,375,,,3601462
Africa,Eritrea,31/12/2020,1320,3,,3601462
Africa,Eritrea,31/03/2021,3285,10,,3601462
Africa,Eritrea,30/06/2021,6009,23,,3601462
Africa,Eritrea,30/09/2021,6722,42,,3601462
Africa,Eritrea,31/12/2021,8011,76,,3601462
Africa,Eritrea,31/03/2022,9728,103,,3601462
Europe,Estonia,31/03/2020,745,4,,1325188
Europe,Estonia,30/06/2020,1989,69,,1325188
Europe,Estonia,30/09/2020,3371,64,,1325188
Europe,Estonia,31/12/2020,27990,229,2475,1325188
Europe,Estonia,31/03/2021,106424,902,266719,1325188
Europe,Estonia,30/06/2021,131064,1269,955419,1325188
Europe,Estonia,30/09/2021,156257,1357,1370807,1325188
Europe,Estonia,31/12/2021,241408,1932,1808949,1325188
Europe,Estonia,31/03/2022,556304,2459,1972693,1325188
Africa,Eswatini,31/03/2020,9,,,1172369
Africa,Eswatini,30/06/2020,812,11,,1172369
Africa,Eswatini,30/09/2020,5482,109,,1172369
Africa,Eswatini,31/12/2020,9358,205,,1172369
Africa,Eswatini,31/03/2021,17337,667,,1172369
Africa,Eswatini,30/06/2021,19084,678,,1172369
Africa,Eswatini,30/09/2021,45924,1220,,1172369
Africa,Eswatini,31/12/2021,66109,1303,,1172369
Africa,Eswatini,31/03/2022,69771,1394,,1172369
Africa,Ethiopia,31/03/2020,26,,,117876226
Africa,Ethiopia,30/06/2020,5846,103,,117876226
Africa,Ethiopia,30/09/2020,75368,1198,,117876226
Africa,Ethiopia,31/12/2020,124264,1923,,117876226
Africa,Ethiopia,31/03/2021,206589,2865,,117876226
Africa,Ethiopia,30/06/2021,276174,4320,2019163,117876226
Africa,Ethiopia,30/09/2021,345674,5582,3704307,117876226
Africa,Ethiopia,31/12/2021,420342,6937,10916152,117876226
Africa,Ethiopia,31/03/2022,469758,7497,,117876226
,Europe,31/03/2020,456217,31013,,748962983
,Europe,30/06/2020,2407544,188031,,748962983
,Europe,30/09/2020,5083600,222879,,748962983
,Europe,31/12/2020,23841249,544830,495867,748962983
,Europe,31/03/2021,40127588,914685,129308878,748962983
,Europe,30/06/2021,48586868,1104775,513678476,748962983
,Europe,30/09/2021,59722973,1226944,805976889,748962983
,Europe,31/12/2021,88601044,1530474,1105339947,748962983
,Europe,31/03/2022,180521569,1772895,1260204889,748962983
,European Union,31/03/2020,388607,27897,,447189915
,European Union,30/06/2020,1276236,133094,,447189915
,European Union,30/09/2020,2919327,147845,,447189915
,European Union,31/12/2020,15581920,369781,430192,447189915
,European Union,31/03/2021,27068921,616535,76399773,447189915
,European Union,30/06/2021,33067770,739102,370857012,447189915
,European Union,30/09/2021,38224112,770209,570793290,447189915
,European Union,31/12/2021,56210891,904304,746206117,447189915
,European Union,31/03/2022,126565967,1048447,863749984,447189915
Europe,Faeroe Islands,31/03/2020,169,,,49053
Europe,Faeroe Islands,30/06/2020,187,,,49053
Europe,Faeroe Islands,30/09/2020,467,,,49053
Europe,Faeroe Islands,31/12/2020,610,,,49053
Europe,Faeroe Islands,31/03/2021,661,1,,49053
Europe,Faeroe Islands,30/06/2021,776,1,47304,49053
Europe,Faeroe Islands,30/09/2021,1178,2,,49053
Europe,Faeroe Islands,31/12/2021,5764,14,,49053
Europe,Faeroe Islands,31/03/2022,34658,28,,49053
South America,Falkland Islands,30/06/2020,13,,,3528
South America,Falkland Islands,30/09/2020,13,,,3528
South America,Falkland Islands,31/12/2020,29,,,3528
South America,Falkland Islands,31/03/2021,54,,,3528
South America,Falkland Islands,30/06/2021,63,,,3528
South America,Falkland Islands,30/09/2021,67,,,3528
South America,Falkland Islands,31/12/2021,83,,,3528
South America,Falkland Islands,31/03/2022,123,,,3528
Oceania,Fiji,31/03/2020,5,,,902899
Oceania,Fiji,30/06/2020,18,,,902899
Oceania,Fiji,30/09/2020,32,2,,902899
Oceania,Fiji,31/12/2020,49,2,,902899
Oceania,Fiji,31/03/2021,67,2,,902899
Oceania,Fiji,30/06/2021,4418,21,,902899
Oceania,Fiji,30/09/2021,51023,624,,902899
Oceania,Fiji,31/12/2021,53332,698,,902899
Oceania,Fiji,31/03/2022,64404,834,,902899
Europe,Finland,31/03/2020,1672,51,,5548361
Europe,Finland,30/06/2020,7259,309,,5548361
Europe,Finland,30/09/2020,10239,329,,5548361
Europe,Finland,31/12/2020,36422,592,,5548361
Europe,Finland,31/03/2021,78043,882,,5548361
Europe,Finland,30/06/2021,96009,984,,5548361
Europe,Finland,30/09/2021,142110,1118,,5548361
Europe,Finland,31/12/2021,270829,1714,9616819,5548361
Europe,Finland,31/03/2022,883676,3144,,5548361
Europe,France,31/03/2020,52229,3526,,67422000
Europe,France,30/06/2020,204160,29846,,67422000
Europe,France,30/09/2020,603998,31971,,67422000
Europe,France,31/12/2020,2660676,64644,2457,67422000
Europe,France,31/03/2021,4686013,95653,11749892,67422000
Europe,France,30/06/2021,5817787,111110,55187998,67422000
Europe,France,30/09/2021,7057937,116727,95625908,67422000
Europe,France,31/12/2021,10018021,123805,124040244,67422000
Europe,France,31/03/2022,25668176,142342,141894188,67422000
Oceania,French Polynesia,31/03/2020,36,,,282534
Oceania,French Polynesia,30/06/2020,62,,,282534
Oceania,French Polynesia,30/09/2020,1852,7,,282534
Oceania,French Polynesia,31/12/2020,16926,114,,282534
Oceania,French Polynesia,31/03/2021,18627,141,,282534
Oceania,French Polynesia,30/06/2021,19007,142,,282534
Oceania,French Polynesia,30/09/2021,40178,621,,282534
Oceania,French Polynesia,31/12/2021,46382,636,,282534
Oceania,French Polynesia,31/03/2022,72195,646,,282534
Africa,Gabon,31/03/2020,16,1,,2278829
Africa,Gabon,30/06/2020,5394,42,,2278829
Africa,Gabon,30/09/2020,8766,54,,2278829
Africa,Gabon,31/12/2020,9571,64,,2278829
Africa,Gabon,31/03/2021,19550,118,301,2278829
Africa,Gabon,30/06/2021,24984,159,56768,2278829
Africa,Gabon,30/09/2021,30155,186,180320,2278829
Africa,Gabon,31/12/2021,41798,288,,2278829
Africa,Gabon,31/03/2022,47584,303,,2278829
Africa,Gambia,31/03/2020,4,1,,2486937
Africa,Gambia,30/06/2020,49,2,,2486937
Africa,Gambia,30/09/2020,3579,112,,2486937
Africa,Gambia,31/12/2020,3797,124,,2486937
Africa,Gambia,31/03/2021,5459,165,,2486937
Africa,Gambia,30/06/2021,6079,181,42975,2486937
Africa,Gambia,30/09/2021,9934,338,,2486937
Africa,Gambia,31/12/2021,10170,343,,2486937
Africa,Gambia,31/03/2022,11988,365,,2486937
Asia,Georgia,31/03/2020,110,,,3979773
Asia,Georgia,30/06/2020,928,15,,3979773
Asia,Georgia,30/09/2020,6192,39,,3979773
Asia,Georgia,31/12/2020,227420,2505,,3979773
Asia,Georgia,31/03/2021,281761,3778,7822,3979773
Asia,Georgia,30/06/2021,366078,5316,261652,3979773
Asia,Georgia,30/09/2021,613012,8946,,3979773
Asia,Georgia,31/12/2021,934741,13800,,3979773
Asia,Georgia,31/03/2022,1648264,16745,2861255,3979773
Europe,Germany,31/03/2020,61913,583,,83900471
Europe,Germany,30/06/2020,194259,8973,,83900471
Europe,Germany,30/09/2020,289219,9488,,83900471
Europe,Germany,31/12/2020,1719737,33071,206488,83900471
Europe,Germany,31/03/2021,2808873,76342,14232910,83900471
Europe,Germany,30/06/2021,3728141,90875,76777635,83900471
Europe,Germany,30/09/2021,4227501,93638,109850319,83900471
Europe,Germany,31/12/2021,7150422,111925,152013204,83900471
Europe,Germany,31/03/2022,21357095,129708,176266148,83900471
Africa,Ghana,31/03/2020,161,5,,31732128
Africa,Ghana,30/06/2020,17741,112,,31732128
Africa,Ghana,30/09/2020,46626,301,,31732128
Africa,Ghana,31/12/2020,54771,335,,31732128
Africa,Ghana,31/03/2021,90583,743,,31732128
Africa,Ghana,30/06/2021,95914,796,,31732128
Africa,Ghana,30/09/2021,127482,1156,,31732128
Africa,Ghana,31/12/2021,142986,1295,,31732128
Africa,Ghana,31/03/2022,160971,1445,,31732128
Europe,Gibraltar,31/03/2020,69,,,33691
Europe,Gibraltar,30/06/2020,177,,,33691
Europe,Gibraltar,30/09/2020,396,,,33691
Europe,Gibraltar,31/12/2020,2040,7,,33691
Europe,Gibraltar,31/03/2021,4274,94,60265,33691
Europe,Gibraltar,30/06/2021,4348,94,,33691
Europe,Gibraltar,30/09/2021,5549,97,79569,33691
Europe,Gibraltar,31/12/2021,8701,100,,33691
Europe,Gibraltar,31/03/2022,16920,101,117937,33691
Europe,Greece,31/03/2020,1156,38,,10370747
Europe,Greece,30/06/2020,3409,192,,10370747
Europe,Greece,30/09/2020,18475,391,,10370747
Europe,Greece,31/12/2020,138850,4838,2339,10370747
Europe,Greece,31/03/2021,263689,8093,1699807,10370747
Europe,Greece,30/06/2021,422456,12706,8391535,10370747
Europe,Greece,30/09/2021,655767,14828,12162958,10370747
Europe,Greece,31/12/2021,1210853,20790,17469497,10370747
Europe,Greece,31/03/2022,3030429,27510,20536009,10370747
North America,Greenland,31/03/2020,10,,,56868
North America,Greenland,30/06/2020,13,,,56868
North America,Greenland,30/09/2020,14,,,56868
North America,Greenland,31/12/2020,27,,,56868
North America,Greenland,31/03/2021,31,,,56868
North America,Greenland,30/06/2021,50,,39270,56868
North America,Greenland,30/09/2021,576,,,56868
North America,Greenland,31/12/2021,2611,1,,56868
North America,Greenland,31/03/2022,11971,21,,56868
North America,Grenada,31/03/2020,9,,,113015
North America,Grenada,30/06/2020,23,,,113015
North America,Grenada,30/09/2020,24,,,113015
North America,Grenada,31/12/2020,127,,,113015
North America,Grenada,31/03/2021,155,1,,113015
North America,Grenada,30/06/2021,161,1,,113015
North America,Grenada,30/09/2021,5195,141,,113015
North America,Grenada,31/12/2021,6181,200,,113015
North America,Grenada,31/03/2022,14012,218,,113015
Oceania,Guam,31/03/2020,,,,170184
Oceania,Guam,30/06/2020,,,,170184
Oceania,Guam,30/09/2020,,,,170184
Oceania,Guam,31/12/2020,,,,170184
Oceania,Guam,31/03/2021,,,,170184
Oceania,Guam,30/06/2021,,,,170184
Oceania,Guam,30/09/2021,,,,170184
Oceania,Guam,31/12/2021,,,,170184
Oceania,Guam,31/03/2022,,,,170184
North America,Guatemala,31/03/2020,38,1,,18249868
North America,Guatemala,30/06/2020,18096,773,,18249868
North America,Guatemala,30/09/2020,91746,3246,,18249868
North America,Guatemala,31/12/2020,138012,4813,,18249868
North America,Guatemala,31/03/2021,193834,6840,108165,18249868
North America,Guatemala,30/06/2021,293583,9215,948878,18249868
North America,Guatemala,30/09/2021,560315,13564,6977782,18249868
North America,Guatemala,31/12/2021,628359,16107,11310579,18249868
North America,Guatemala,31/03/2022,828874,17312,,18249868
Europe,Guernsey,31/03/2021,,,,63385
Europe,Guernsey,30/06/2021,,,81164,63385
Europe,Guernsey,30/09/2021,,,,63385
Europe,Guernsey,31/12/2021,,,,63385
Europe,Guernsey,31/03/2022,,,,63385
Africa,Guinea,31/03/2020,22,,,13497237
Africa,Guinea,30/06/2020,5391,33,,13497237
Africa,Guinea,30/09/2020,10652,66,,13497237
Africa,Guinea,31/12/2020,13722,81,,13497237
Africa,Guinea,31/03/2021,19908,125,62645,13497237
Africa,Guinea,30/06/2021,23770,171,572855,13497237
Africa,Guinea,30/09/2021,30411,379,1806301,13497237
Africa,Guinea,31/12/2021,32051,391,2952253,13497237
Africa,Guinea,31/03/2022,36459,440,,13497237
Africa,Guinea-Bissau,31/03/2020,8,,,2015490
Africa,Guinea-Bissau,30/06/2020,1654,24,,2015490
Africa,Guinea-Bissau,30/09/2020,2324,39,,2015490
Africa,Guinea-Bissau,31/12/2020,2452,45,,2015490
Africa,Guinea-Bissau,31/03/2021,3650,63,,2015490
Africa,Guinea-Bissau,30/06/2021,3859,69,,2015490
Africa,Guinea-Bissau,30/09/2021,6107,135,,2015490
Africa,Guinea-Bissau,31/12/2021,6484,149,,2015490
Africa,Guinea-Bissau,31/03/2022,8149,170,,2015490
South America,Guyana,31/03/2020,12,2,,790329
South America,Guyana,30/06/2020,245,12,,790329
South America,Guyana,30/09/2020,2894,80,,790329
South America,Guyana,31/12/2020,6332,164,,790329
South America,Guyana,31/03/2021,10249,231,32714,790329
South America,Guyana,30/06/2021,20055,469,341886,790329
South America,Guyana,30/09/2021,31827,786,,790329
South America,Guyana,31/12/2021,39573,1054,,790329
South America,Guyana,31/03/2022,63253,1226,,790329
North America,Haiti,31/03/2020,15,,,11541683
North America,Haiti,30/06/2020,5847,104,,11541683
North America,Haiti,30/09/2020,8740,227,,11541683
North America,Haiti,31/12/2020,9999,236,,11541683
North America,Haiti,31/03/2021,12758,252,,11541683
North America,Haiti,30/06/2021,18562,425,,11541683
North America,Haiti,30/09/2021,21647,610,,11541683
North America,Haiti,31/12/2021,25985,766,,11541683
North America,Haiti,31/03/2022,30547,833,,11541683
,High income,31/03/2020,683403,36813,,1214930230
,High income,30/06/2020,5165252,320378,,1214930230
,High income,30/09/2020,12459926,426998,,1214930230
,High income,31/12/2020,41123794,831177,7249038,1214930230
,High income,31/03/2021,66660600,1344693,330819212,1214930230
,High income,30/06/2021,78635437,1536380,998880108,1214930230
,High income,30/09/2021,98842680,1682407,1562108254,1214930230
,High income,31/12/2021,135115897,1939402,2052584077,1214930230
,High income,31/03/2022,272631140,2310552,2375814993,1214930230
North America,Honduras,31/03/2020,141,7,,10062994
North America,Honduras,30/06/2020,19558,497,,10062994
North America,Honduras,30/09/2020,76900,2353,,10062994
North America,Honduras,31/12/2020,121827,3130,,10062994
North America,Honduras,31/03/2021,189043,4605,,10062994
North America,Honduras,30/06/2021,262760,7005,,10062994
North America,Honduras,30/09/2021,365994,9777,,10062994
North America,Honduras,31/12/2021,379402,10433,,10062994
North America,Honduras,31/03/2022,421062,10880,,10062994
Asia,Hong Kong,31/03/2020,680,4,,7552800
Asia,Hong Kong,30/06/2020,1205,7,,7552800
Asia,Hong Kong,30/09/2020,5087,105,,7552800
Asia,Hong Kong,31/12/2020,8846,148,,7552800
Asia,Hong Kong,31/03/2021,11467,205,505079,7552800
Asia,Hong Kong,30/06/2021,11923,211,3729309,7552800
Asia,Hong Kong,30/09/2021,12217,213,8676981,7552800
Asia,Hong Kong,31/12/2021,12649,213,9925460,7552800
Asia,Hong Kong,31/03/2022,1157415,7825,15128161,7552800
Europe,Hungary,31/03/2020,492,16,,9634162
Europe,Hungary,30/06/2020,4155,585,,9634162
Europe,Hungary,30/09/2020,26461,765,,9634162
Europe,Hungary,31/12/2020,322514,9537,,9634162
Europe,Hungary,31/03/2021,652433,20737,2853155,9634162
Europe,Hungary,30/06/2021,808128,29992,,9634162
Europe,Hungary,30/09/2021,822705,30190,,9634162
Europe,Hungary,31/12/2021,1256415,39186,,9634162
Europe,Hungary,31/03/2022,1851871,45470,,9634162
Europe,Iceland,31/03/2020,1135,2,,368792
Europe,Iceland,30/06/2020,1824,10,,368792
Europe,Iceland,30/09/2020,2728,10,,368792
Europe,Iceland,31/12/2020,5754,29,,368792
Europe,Iceland,31/03/2021,6205,29,72987,368792
Europe,Iceland,30/06/2021,6649,30,401582,368792
Europe,Iceland,30/09/2021,11801,33,554603,368792
Europe,Iceland,31/12/2021,27059,37,,368792
Europe,Iceland,31/03/2022,181391,101,,368792
Asia,India,31/03/2020,1397,35,,1393409033
Asia,India,30/06/2020,585481,17400,,1393409033
Asia,India,30/09/2020,6312584,98678,,1393409033
Asia,India,31/12/2020,10286709,148994,,1393409033
Asia,India,31/03/2021,12221665,162927,65117896,1393409033
Asia,India,30/06/2021,30411634,399459,329158139,1393409033
Asia,India,30/09/2021,33766707,448339,886425292,1393409033
Asia,India,31/12/2021,34861579,481486,1448865422,1393409033
Asia,India,31/03/2022,43025775,521181,1841947045,1393409033
Asia,Indonesia,31/03/2020,1528,136,,276361788
Asia,Indonesia,30/06/2020,56385,2876,,276361788
Asia,Indonesia,30/09/2020,287008,10740,,276361788
Asia,Indonesia,31/12/2020,743198,22138,,276361788
Asia,Indonesia,31/03/2021,1511712,40858,11805314,276361788
Asia,Indonesia,30/06/2021,2178272,58491,42744641,276361788
Asia,Indonesia,30/09/2021,4215104,141939,142192361,276361788
Asia,Indonesia,31/12/2021,4262720,144094,274749184,276361788
Asia,Indonesia,31/03/2022,6012818,155089,379419843,276361788
,International,31/03/2020,714,10,,
,International,30/06/2020,721,15,,
,International,30/09/2020,721,15,,
,International,31/12/2020,721,15,,
,International,31/03/2021,721,15,,
,International,30/06/2021,721,15,,
,International,30/09/2021,721,15,,
,International,31/12/2021,721,15,,
,International,31/03/2022,721,15,,
Asia,Iran,31/03/2020,44605,2898,,85028760
Asia,Iran,30/06/2020,227662,10817,,85028760
Asia,Iran,30/09/2020,457219,26169,,85028760
Asia,Iran,31/12/2020,1225142,55223,,85028760
Asia,Iran,31/03/2021,1885564,62665,,85028760
Asia,Iran,30/06/2021,3204557,84264,,85028760
Asia,Iran,30/09/2021,5587040,120428,,85028760
Asia,Iran,31/12/2021,6194401,131606,,85028760
Asia,Iran,31/03/2022,7162220,140204,,85028760
Asia,Iraq,31/03/2020,694,50,,41179351
Asia,Iraq,30/06/2020,49109,1943,,41179351
Asia,Iraq,30/09/2020,362981,9181,,41179351
Asia,Iraq,31/12/2020,595291,12813,,41179351
Asia,Iraq,31/03/2021,850924,14323,,41179351
Asia,Iraq,30/06/2021,1345904,17186,,41179351
Asia,Iraq,30/09/2021,2003303,22260,,41179351
Asia,Iraq,31/12/2021,2093740,24158,,41179351
Asia,Iraq,31/03/2022,2319550,25164,,41179351
Europe,Ireland,31/03/2020,3235,71,,4982904
Europe,Ireland,30/06/2020,25473,1736,,4982904
Europe,Ireland,30/09/2020,36155,1804,,4982904
Europe,Ireland,31/12/2020,91779,2237,2394,4982904
Europe,Ireland,31/03/2021,235854,4687,942890,4982904
Europe,Ireland,30/06/2021,271908,4998,4472795,4982904
Europe,Ireland,30/09/2021,389932,5249,7310811,4982904
Europe,Ireland,31/12/2021,788559,5912,9823054,4982904
Europe,Ireland,31/03/2022,1459425,6753,10767848,4982904
Europe,Isle of Man,31/03/2020,60,,,85410
Europe,Isle of Man,30/06/2020,336,24,,85410
Europe,Isle of Man,30/09/2020,340,24,,85410
Europe,Isle of Man,31/12/2020,377,25,,85410
Europe,Isle of Man,31/03/2021,1569,29,50426,85410
Europe,Isle of Man,30/06/2021,1613,29,,85410
Europe,Isle of Man,30/09/2021,7582,51,,85410
Europe,Isle of Man,31/12/2021,13641,67,177816,85410
Europe,Isle of Man,31/03/2022,28588,84,189523,85410
Asia,Israel,31/03/2020,5717,21,,9291000
Asia,Israel,30/06/2020,25438,327,,9291000
Asia,Israel,30/09/2020,247411,1604,,9291000
Asia,Israel,31/12/2020,423262,3325,991958,9291000
Asia,Israel,31/03/2021,833105,6209,10074150,9291000
Asia,Israel,30/06/2021,841777,6429,10827692,9291000
Asia,Israel,30/09/2021,1282218,7761,15245409,9291000
Asia,Israel,31/12/2021,1383932,8243,16769129,9291000
Asia,Israel,31/03/2022,3918225,10485,18091108,9291000
Europe,Italy,31/03/2020,105792,12428,,60367471
Europe,Italy,30/06/2020,240578,34767,,60367471
Europe,Italy,30/09/2020,314861,35894,,60367471
Europe,Italy,31/12/2020,2107166,74159,40790,60367471
Europe,Italy,31/03/2021,3584899,109346,10517594,60367471
Europe,Italy,30/06/2021,4259909,127566,52157755,60367471
Europe,Italy,30/09/2021,4672355,130921,84997404,60367471
Europe,Italy,31/12/2021,6125683,137402,111340405,60367471
Europe,Italy,31/03/2022,14642354,159383,135964772,60367471
North America,Jamaica,31/03/2020,36,1,,2973462
North America,Jamaica,30/06/2020,702,10,,2973462
North America,Jamaica,30/09/2020,6482,107,,2973462
North America,Jamaica,31/12/2020,12827,302,,2973462
North America,Jamaica,31/03/2021,39237,596,,2973462
North America,Jamaica,30/06/2021,50124,1075,,2973462
North America,Jamaica,30/09/2021,83737,1869,,2973462
North America,Jamaica,31/12/2021,93920,2473,,2973462
North America,Jamaica,31/03/2022,128757,2888,1395909,2973462
Asia,Japan,31/03/2020,2255,67,,126050796
Asia,Japan,30/06/2020,18605,974,,126050796
Asia,Japan,30/09/2020,83579,1575,,126050796
Asia,Japan,31/12/2020,235749,3492,,126050796
Asia,Japan,31/03/2021,475086,9176,1002739,126050796
Asia,Japan,30/06/2021,799583,14783,50966868,126050796
Asia,Japan,30/09/2021,1705072,17649,164859014,126050796
Asia,Japan,31/12/2021,1732296,18389,,126050796
Asia,Japan,31/03/2022,6555585,28120,255719551,126050796
Europe,Jersey,31/03/2021,,,,101073
Europe,Jersey,30/06/2021,,,,101073
Europe,Jersey,30/09/2021,,,,101073
Europe,Jersey,31/12/2021,,,,101073
Europe,Jersey,31/03/2022,,,,101073
Asia,Jordan,31/03/2020,274,5,,10269022
Asia,Jordan,30/06/2020,1132,9,,10269022
Asia,Jordan,30/09/2020,11825,61,,10269022
Asia,Jordan,31/12/2020,294494,3834,,10269022
Asia,Jordan,31/03/2021,611577,6858,,10269022
Asia,Jordan,30/06/2021,751404,9750,3907618,10269022
Asia,Jordan,30/09/2021,823919,10718,7002305,10269022
Asia,Jordan,31/12/2021,1063405,12653,,10269022
Asia,Jordan,31/03/2022,1692485,14031,9832387,10269022
Asia,Kazakhstan,31/03/2020,343,2,,18994958
Asia,Kazakhstan,30/06/2020,22308,188,,18994958
Asia,Kazakhstan,30/09/2020,140707,2075,,18994958
Asia,Kazakhstan,31/12/2020,201196,2749,,18994958
Asia,Kazakhstan,31/03/2021,297472,5912,,18994958
Asia,Kazakhstan,30/06/2021,482686,7759,5335768,18994958
Asia,Kazakhstan,30/09/2021,962842,15907,14168795,18994958
Asia,Kazakhstan,31/12/2021,1072518,18211,17501273,18994958
Asia,Kazakhstan,31/03/2022,1393802,19011,,18994958
Africa,Kenya,31/03/2020,59,1,,54985702
Africa,Kenya,30/06/2020,6366,148,,54985702
Africa,Kenya,30/09/2020,38529,711,,54985702
Africa,Kenya,31/12/2020,96458,1670,,54985702
Africa,Kenya,31/03/2021,134058,2153,161771,54985702
Africa,Kenya,30/06/2021,184161,3634,1378585,54985702
Africa,Kenya,30/09/2021,249434,5123,3761876,54985702
Africa,Kenya,31/12/2021,295028,5378,,54985702
Africa,Kenya,31/03/2022,323423,5648,,54985702
Oceania,Kiribati,30/06/2021,2,,,121388
Oceania,Kiribati,30/09/2021,2,,,121388
Oceania,Kiribati,31/12/2021,2,,,121388
Oceania,Kiribati,31/03/2022,3066,13,,121388
Europe,Kosovo,31/03/2020,106,1,,1782115
Europe,Kosovo,30/06/2020,2799,49,,1782115
Europe,Kosovo,30/09/2020,15620,625,,1782115
Europe,Kosovo,31/12/2020,51144,1332,,1782115
Europe,Kosovo,31/03/2021,89181,1866,,1782115
Europe,Kosovo,30/06/2021,107758,2262,179029,1782115
Europe,Kosovo,30/09/2021,160072,2953,1328825,1782115
Europe,Kosovo,31/12/2021,161484,2990,1673578,1782115
Europe,Kosovo,31/03/2022,227471,3134,1822431,1782115
Asia,Kuwait,31/03/2020,289,,,4328553
Asia,Kuwait,30/06/2020,46195,354,,4328553
Asia,Kuwait,30/09/2020,105182,610,,4328553
Asia,Kuwait,31/12/2020,150584,934,,4328553
Asia,Kuwait,31/03/2021,232103,1313,,4328553
Asia,Kuwait,30/06/2021,356687,1969,,4328553
Asia,Kuwait,30/09/2021,411655,2449,,4328553
Asia,Kuwait,31/12/2021,417135,2468,,4328553
Asia,Kuwait,31/03/2022,628978,2554,,4328553
Asia,Kyrgyzstan,31/03/2020,107,,,6628347
Asia,Kyrgyzstan,30/06/2020,5506,61,,6628347
Asia,Kyrgyzstan,30/09/2020,46669,1064,,6628347
Asia,Kyrgyzstan,31/12/2020,81034,1355,,6628347
Asia,Kyrgyzstan,31/03/2021,88538,1500,,6628347
Asia,Kyrgyzstan,30/06/2021,125003,2000,,6628347
Asia,Kyrgyzstan,30/09/2021,178532,2607,1459330,6628347
Asia,Kyrgyzstan,31/12/2021,184689,2802,2255224,6628347
Asia,Kyrgyzstan,31/03/2022,200935,2988,2914115,6628347
Asia,Laos,31/03/2020,9,,,7379358
Asia,Laos,30/06/2020,19,,,7379358
Asia,Laos,30/09/2020,23,,,7379358
